code,name,enname,pct_chg_exact,limit_up_count,up_count,up_true_count,limit_up_used,open,high,low,close,pre_close,change,amplitude,vol,amount,sector,turnover_rate,volume_ratio,ma_3,pct_chg_3,ma_5,pct_chg_5,ma_10,pct_chg_10
601939,建设银行,China Construction Bank Corporation,0.98,0,3,2,False,7.15,7.22,7.13,7.21,7.14,0.07,1.26,383658.93,276160.413,SH,0.3999,0.68,7.16,1.41,7.16,0.56,7.17,-0.14
601965,中国汽研,"China Automotive Engineering Research Institute Co., Ltd",0.28,0,2,0,False,7.03,7.11,7.01,7.07,7.05,0.02,1.42,15123.23,10682.889,SH,0.1573,0.6,7.05,-1.26,7.08,0.71,7.08,-0.7
601985,中国核电,"China National Nuclear Power Co., Ltd",1.46,0,3,0,False,4.8,4.93,4.8,4.87,4.8,0.07,2.71,320510.13,156217.144,SH,0.2059,2.62,4.81,2.31,4.8,2.53,4.79,-0.61
601991,大唐发电,"Datang International Power Generation Co.,Ltd.",2.89,0,2,0,False,2.42,2.5,2.41,2.49,2.42,0.07,3.72,151710.12,37431.853,SH,0.1518,1.87,2.44,3.75,2.42,3.75,2.41,2.89
601992,金隅集团,BBMG Corporation,4.06,0,3,0,False,3.19,3.33,3.19,3.33,3.2,0.13,4.38,548325.55,180042.766,SH,0.6579,2.85,3.24,5.05,3.22,6.05,3.2,4.72
603018,中设集团,"China Design Group Co.,Ltd.",2.5,0,2,0,False,10.02,10.28,9.97,10.27,10.02,0.25,3.09,48865.63,49805.663,SH,1.0624,2.45,10.1,2.29,10.1,2.91,10.06,3.11
603040,新坐标,"Hangzhou XZB Tech Co.,Ltd",2.5,0,3,0,False,32.3,33.89,32.17,33.67,32.85,0.82,5.24,14108.94,47179.88,SH,4.3785,1.72,32.97,6.08,32.63,5.71,32.94,1.85
603067,振华股份,"Hubei Zhenhua Chemical Co.,Ltd",1.08,0,2,0,False,5.53,5.6,5.5,5.6,5.54,0.06,1.81,15253.2,8482.094,SH,0.3537,1.33,5.56,1.08,5.56,1.82,5.54,0.36
603069,海汽集团,"Hainan Haiqi Transportation Group Co.,Ltd.",0.25,0,4,0,False,7.87,8.09,7.63,7.89,7.87,0.02,5.84,67421.02,52781.485,SH,2.1336,1.49,7.73,7.2,7.55,9.28,7.38,11.76
603077,和邦生物,"Sichuanhebang Biotechnology Co.,Ltd.",2.03,0,2,0,False,1.47,1.53,1.46,1.51,1.48,0.03,4.73,1018912.01,152683.309,SH,1.1538,2.24,1.48,2.72,1.48,2.03,1.48,1.34
603101,汇嘉时代,"Xinjiang Wuika Times Department Store Co.,Ltd.",5.97,0,6,2,False,7.28,7.82,7.19,7.63,7.2,0.43,8.75,95928.42,72108.305,SH,2.855,3.16,7.3,9.94,7.15,13.88,6.97,18.85
603123,翠微股份,"Beijing Cuiwei Tower Co., Ltd.",10.0,2,2,2,False,8.58,8.58,8.46,8.58,7.8,0.78,1.54,467827.35,401255.99,SH,8.9255,13.03,7.82,29.22,7.34,28.25,6.99,29.41
603157,拉夏贝尔,"Shanghai La Chapelle Fashion Co., Ltd.",9.91,1,3,1,False,4.38,4.77,4.33,4.77,4.34,0.43,10.14,52639.44,24546.158,SH,3.6103,1.65,4.48,11.45,4.4,14.11,4.3,14.11
603169,兰石重装,"Lanzhou LS Heavy Equipment Co., Ltd",3.83,0,3,2,False,5.5,5.87,5.47,5.69,5.48,0.21,7.3,202854.06,115528.672,SH,1.9436,3.16,5.54,4.4,5.52,5.76,5.45,6.36
603200,上海洗霸,"Shanghai Emperor of Cleaning Hi-Tech Co., Ltd",1.59,0,2,0,False,18.9,19.38,18.8,19.22,18.92,0.3,3.07,10640.92,20359.667,SH,3.0551,1.09,18.98,1.0,19.06,2.07,18.96,-0.57
603217,元利科技,"Shandong Yuanli Science and Technology Co., Ltd.",0.55,0,2,0,False,45.87,46.3,45.37,46.12,45.87,0.25,2.03,6783.04,31144.473,SH,2.9802,0.89,45.93,-0.07,46.19,-2.06,46.19,-0.02
603227,雪峰科技,"Xinjiang Xuefeng Sci-Tech (Group) Co.,Ltd",3.23,0,3,0,False,4.32,4.51,4.25,4.47,4.33,0.14,6.0,172532.64,76003.196,SH,2.6193,2.06,4.36,5.18,4.33,4.2,4.25,8.23
603239,浙江仙通,"Zhejiang Xiantong Rubber&Plastic Co.,Ltd",3.21,0,2,0,False,9.64,9.97,9.61,9.97,9.66,0.31,3.73,53724.4,52740.835,SH,5.922,3.79,9.75,2.89,9.74,2.47,9.82,2.26
603268,松发股份,"Guangdong Songfa Ceramics Co., Ltd.",0.39,0,6,1,False,15.65,15.65,15.42,15.63,15.57,0.06,1.48,3107.0,4828.303,SH,0.2502,0.73,15.57,1.96,15.47,3.72,15.32,3.72
603278,大业股份,"Shandong Daye Co., Ltd.",3.5,0,2,0,False,8.55,8.88,8.55,8.88,8.58,0.3,3.85,19124.02,16777.16,SH,1.5953,2.08,8.64,4.35,8.61,4.59,8.66,-5.13
603311,金海环境,"Zhejiang Goldensea Environment Technology Co.,Ltd",5.41,0,2,1,False,10.44,10.96,10.44,10.91,10.35,0.56,5.02,43150.22,46256.033,SH,2.0548,2.38,10.5,4.5,10.47,9.87,10.23,7.7
603356,华菱精工,"Xuancheng Valin Precision Technology Co.,Ltd.",0.35,0,2,3,False,11.68,11.68,11.38,11.62,11.58,0.04,2.59,7251.0,8381.025,SH,0.8035,0.94,11.59,0.26,11.61,0.17,11.68,-2.6
603357,设计总院,"Anhui Transport Consulting & Design Institute Co.,Ltd.",2.79,0,2,0,False,10.38,10.92,10.31,10.68,10.39,0.29,5.87,76054.85,81234.469,SH,3.4237,1.94,10.41,5.01,10.35,6.48,10.25,6.69
603358,华达科技,"Huada Automotive Technology Corp.,Ltd",1.55,0,2,0,False,12.84,13.11,12.5,13.1,12.9,0.2,4.73,6953.52,8971.468,SH,0.505,1.58,12.94,1.31,12.92,2.26,12.91,-0.08
603378,亚士创能,"Asia Cuanon Technology (ShangHai) Co.,Ltd.",3.45,0,3,0,False,19.01,19.83,18.82,19.79,19.13,0.66,5.28,30794.07,60193.676,SH,4.4642,0.99,19.31,5.83,19.12,5.6,18.35,23.23
603399,吉翔股份,"JINZHOU JIXIANG MOLYBDENUM CO.,LTD.",2.6,0,2,0,False,10.75,11.08,10.68,11.04,10.76,0.28,3.72,61365.0,67093.712,SH,1.2079,1.47,10.82,3.66,10.76,2.32,10.67,2.99
603458,勘设股份,"Guizhou Transportation Planning Survey&Design Academe Co.,Ltd.",0.54,0,3,0,False,18.38,18.68,18.28,18.51,18.41,0.1,2.17,15022.18,27809.66,SH,1.2143,1.66,18.42,1.04,18.43,0.98,18.43,0.71
603488,展鹏科技,"Flying Technology Co.,Ltd.",0.12,0,3,1,False,8.09,8.1,7.93,8.08,8.07,0.01,2.11,8620.0,6910.162,SH,0.8908,0.99,8.06,0.75,8.06,1.51,8.08,-0.74
603527,众源新材,"Anhui Zhongyuan New Materials Co.,Ltd.",1.41,0,2,2,False,9.96,10.11,9.89,10.06,9.92,0.14,2.22,8608.6,8625.762,SH,0.8006,1.54,9.94,1.93,9.94,2.97,9.9,1.11
603555,贵人鸟,"Guirenniao Co.,Ltd.",10.12,3,5,3,False,4.68,4.68,4.5,4.68,4.25,0.43,4.24,197820.36,92096.045,SH,3.147,2.69,4.26,33.33,3.95,38.87,3.7,36.84
603599,广信股份,"Anhui Guangxin Agrochemical Co., Ltd.",1.92,0,2,1,False,13.65,13.86,13.42,13.79,13.53,0.26,3.25,25276.86,34411.033,SH,0.544,1.1,13.6,1.4,13.62,2.15,13.45,2.91
603601,再升科技,"Chongqing Zaisheng Technology Co., Ltd",0.6,0,2,0,False,6.64,6.74,6.61,6.74,6.7,0.04,1.94,19296.4,12921.654,SH,0.2746,0.82,6.69,0.3,6.69,2.12,6.6,5.64
603603,博天环境,"Poten Environment Group Co., Ltd.",4.49,0,2,2,False,8.92,9.48,8.81,9.31,8.91,0.4,7.52,80483.79,74022.581,SH,3.4273,1.7,9.04,3.44,9.01,4.96,8.94,4.96
603615,茶花股份,"Chahua Modern Housewares Co.,Ltd.",0.87,0,3,2,False,9.22,9.37,9.11,9.25,9.17,0.08,2.84,16398.37,15081.624,SH,2.1905,1.38,9.18,1.54,9.18,0.65,9.24,-1.6
603633,徕木股份,"Shanghai Laimu Electronics Co.,Ltd",3.51,0,8,1,False,8.83,9.15,8.73,9.13,8.82,0.31,4.76,43649.28,39485.92,SH,2.1461,2.1,8.91,6.29,8.76,8.05,8.49,12.72
603659,璞泰来,"Shanghai Putailai New Energy Technology Co.,Ltd.",2.58,0,6,2,False,70.0,73.65,68.87,70.49,68.72,1.77,6.96,47031.93,334282.819,SH,2.4354,1.23,68.71,9.95,66.87,20.25,61.94,23.02
603685,晨丰科技,"Zhejiang Chenfeng Technology Co., Ltd.",3.35,0,2,2,False,11.68,12.11,11.51,12.04,11.65,0.39,5.15,25899.4,30827.948,SH,4.5074,3.44,11.73,4.6,11.65,4.6,11.53,4.88
603727,博迈科,Bomesc Offshore Engineering Company Limited,2.27,0,3,5,False,15.9,16.57,15.7,16.19,15.83,0.36,5.5,27308.71,44469.394,SH,1.1663,2.31,15.67,9.1,15.34,11.42,15.12,6.23
603730,岱美股份,"Shanghai Daimay Automotive Interior Co., Ltd",2.67,0,2,0,False,26.21,26.95,25.92,26.91,26.21,0.7,3.93,8723.0,23166.448,SH,1.1975,0.92,26.43,2.24,26.49,-1.14,27.0,0.3
603798,康普顿,Qingdao Copton Technology Company Limited,0.45,0,2,0,False,11.1,11.3,11.03,11.25,11.2,0.05,2.41,4903.0,5492.335,SH,0.2452,0.56,11.18,0.63,11.18,0.9,11.1,3.4
603799,华友钴业,"Zhejiang Huayou Cobalt Co., Ltd",0.83,0,2,3,False,27.9,28.63,27.5,28.02,27.79,0.23,4.07,375314.92,1054066.513,SH,3.5213,0.88,27.77,0.79,27.68,12.85,26.44,9.07
603809,豪能股份,"Chengdu Haoneng Technology Co., Ltd.",0.56,0,2,0,False,8.97,9.05,8.92,9.02,8.97,0.05,1.45,6790.24,6106.146,SH,0.5901,0.94,8.97,0.56,8.99,0.67,8.98,0.33
603815,交建股份,"Anhui Gourgen Traffic Construction Co.,Ltd.",3.86,0,3,0,False,21.13,23.4,20.7,22.59,21.75,0.84,12.41,274065.51,611762.973,SH,54.9229,1.2,21.68,15.73,20.98,13.63,20.83,17.47
603823,百合花,"Lily Group Co.,Ltd.",1.41,0,4,0,False,23.35,23.88,23.35,23.68,23.35,0.33,2.27,23249.15,54878.111,SH,3.3051,1.36,23.1,10.19,22.39,11.75,21.96,4.87
603843,正平股份,"Zhengping Road & Bridge Construction Co., Ltd.",2.94,0,3,0,False,4.75,4.95,4.69,4.9,4.76,0.14,5.46,94469.57,45673.698,SH,1.6869,2.52,4.76,6.75,4.7,7.69,4.67,5.83
603855,华荣股份,Warom Technology Incorporated Company,2.69,0,2,0,False,9.26,9.55,9.18,9.55,9.3,0.25,3.98,43244.77,40601.824,SH,2.1457,0.9,9.37,1.38,9.39,2.14,9.22,6.11
603876,鼎胜新材,"Jiangsu Dingsheng New Material Joint-Stock Co.,Ltd",1.58,0,2,2,False,13.27,13.46,13.05,13.46,13.25,0.21,3.09,23377.69,31112.589,SH,0.9922,1.57,13.27,2.12,13.27,2.12,13.35,-6.72
603878,武进不锈,"Jiangsu Wujin Stainless Steel Pipe Group Co., Ltd.",3.1,0,3,0,False,10.29,10.79,10.26,10.63,10.31,0.32,5.14,99191.44,105145.9,SH,6.9296,3.81,10.37,4.83,10.31,3.4,10.21,7.7
603896,寿仙谷,"Zhejiang Shouxiangu Pharmaceutical Co., Ltd.",0.51,0,3,0,False,29.07,29.5,28.58,29.35,29.2,0.15,3.15,5926.37,17291.931,SH,0.9553,0.79,29.08,4.37,28.8,4.15,28.6,1.7
603901,永创智能,"Hangzhou Youngsun Intelligent Equipment Co.,Ltd.",2.92,0,7,2,False,9.61,10.01,9.48,9.86,9.58,0.28,5.53,128535.23,125321.051,SH,5.7539,1.75,9.56,8.11,9.38,11.92,8.96,18.08
603909,合诚股份,"Holsin Engineering Consulting Group Co.,Ltd.",1.58,0,5,0,False,13.26,13.59,13.1,13.54,13.33,0.21,3.68,21974.81,29494.881,SH,1.5512,2.52,13.37,2.73,13.29,4.56,13.11,5.12
603928,兴业股份,"Suzhou Xingye Materials Technology Co., Ltd.",0.35,0,2,5,False,11.42,11.42,11.24,11.33,11.29,0.04,1.59,3366.0,3809.905,SH,0.5362,0.78,11.3,0.27,11.32,0.71,11.34,-1.22
603958,哈森股份,"Harson Trading(China)Co., Ltd.",0.87,0,2,1,False,6.93,6.97,6.82,6.97,6.91,0.06,2.17,7628.0,5297.004,SH,0.3509,1.57,6.92,1.01,6.91,1.46,6.9,1.31
603969,银龙股份,"Silvery Dragon Prestressed Materials Co., Ltd.Tianjin",2.29,0,2,0,False,3.91,4.03,3.91,4.02,3.93,0.09,3.05,54565.47,21753.156,SH,0.6488,2.55,3.95,2.81,3.94,3.34,3.92,3.34
603993,洛阳钼业,"China Molybdenum Co.,Ltd.",3.5,0,2,0,False,3.43,3.56,3.42,3.55,3.43,0.12,4.08,1329525.0,466323.261,SH,0.7526,2.9,3.46,3.2,3.46,5.03,3.42,4.41
688006,杭可科技,Zhejiang HangKe Technology Incorporated Company,3.5,0,2,0,False,31.0,32.59,30.73,32.55,31.45,1.1,5.91,29095.94,93135.711,STAR,7.9095,1.3,31.6,4.6,31.6,4.73,31.7,-0.21
688116,天奈科技,"Jiangsu Cnano Technology Co.,Ltd.",4.23,0,2,0,False,24.75,26.21,24.4,25.85,24.8,1.05,7.3,49305.54,125432.431,STAR,9.3425,1.61,24.97,5.17,24.9,5.68,25.14,-0.5
