,time,price,change,vol,amount,type
0,09:25:04,18.66,-0.01,2,3732,卖盘
1,09:30:04,18.52,-0.14,3,5556,中性盘
2,09:30:06,18.67,0.15,1,1867,买盘
3,09:30:15,18.52,-0.15,11,20372,卖盘
4,09:30:18,18.52,0.0,5,9260,卖盘
5,09:30:30,18.52,0.0,20,37040,卖盘
6,09:30:33,18.5,-0.02,21,38877,卖盘
7,09:30:36,18.5,0.0,10,18500,卖盘
8,09:30:39,18.5,0.0,1,1850,卖盘
9,09:30:42,18.5,0.0,2,3700,卖盘
10,09:30:45,18.5,0.0,1,1850,卖盘
11,09:30:48,18.5,0.0,4,7400,卖盘
12,09:30:54,18.5,0.0,1,1850,卖盘
13,09:30:57,18.53,0.03,4,7412,买盘
14,09:31:04,18.57,0.04,1,1857,中性盘
15,09:31:06,18.56,-0.01,2,3712,卖盘
16,09:32:18,18.65,0.09,1,1865,买盘
17,09:32:27,18.65,0.0,1,1865,买盘
18,09:34:06,18.56,-0.09,7,13046,卖盘
19,09:34:09,18.56,0.0,2,3712,卖盘
20,09:36:00,18.65,0.09,6,11190,买盘
21,09:36:39,18.66,0.01,1,1866,买盘
22,09:37:18,18.65,-0.01,1,1865,买盘
23,09:38:39,18.6,-0.05,1,1860,买盘
24,09:38:42,18.6,0.0,11,20460,买盘
25,09:38:45,18.6,0.0,18,33480,买盘
26,09:38:51,18.66,0.06,1,1866,买盘
27,09:39:00,18.66,0.0,1,1866,买盘
28,09:39:04,18.6,-0.06,1,1860,卖盘
29,09:40:25,18.61,0.01,1,1861,卖盘
30,09:41:30,18.62,0.01,2,3724,卖盘
31,09:41:33,18.62,0.0,5,9310,卖盘
32,09:42:00,18.62,0.0,1,1862,卖盘
33,09:42:04,18.62,0.0,1,1862,卖盘
34,09:42:07,18.62,0.0,8,14896,卖盘
35,09:42:12,18.62,0.0,1,1862,卖盘
36,09:42:15,18.62,0.0,12,22344,卖盘
37,09:42:36,18.65,0.03,9,16776,买盘
38,09:44:04,18.61,-0.04,1,1861,卖盘
39,09:45:42,18.66,0.05,1,1866,买盘
40,09:46:21,18.67,0.01,1,1867,买盘
41,09:46:57,18.67,0.0,2,3734,买盘
42,09:47:12,18.67,0.0,5,9335,买盘
43,09:47:54,18.69,0.02,1,1869,买盘
44,09:48:18,18.69,0.0,5,9345,买盘
45,09:48:39,18.7,0.01,2,3740,买盘
46,09:48:42,18.7,0.0,11,20570,卖盘
47,09:49:09,18.7,0.0,20,37400,卖盘
48,09:49:12,18.69,-0.01,2,3738,卖盘
49,09:49:42,18.69,0.0,10,18690,卖盘
50,09:49:45,18.69,0.0,1,1869,卖盘
51,09:50:12,18.69,0.0,10,18690,卖盘
52,09:50:36,18.69,0.0,4,7476,卖盘
53,09:50:42,18.69,0.0,2,3738,卖盘
54,09:51:57,18.71,0.02,1,1871,买盘
55,09:52:36,18.71,0.0,1,1871,买盘
56,09:53:00,18.7,-0.01,10,18700,买盘
57,09:53:51,18.7,0.0,3,5610,买盘
58,09:55:42,18.68,-0.02,2,3736,卖盘
59,09:55:45,18.7,0.02,4,7478,买盘
60,09:56:51,18.67,-0.03,1,1867,卖盘
61,09:58:04,18.7,0.03,2,3740,买盘
62,09:59:57,18.68,-0.02,9,16812,卖盘
63,10:00:04,18.67,-0.01,15,28018,卖盘
64,10:00:07,18.67,0.0,7,13069,卖盘
65,10:00:09,18.67,0.0,1,1867,卖盘
66,10:00:12,18.67,0.0,9,16803,卖盘
67,10:00:15,18.67,0.0,3,5601,卖盘
68,10:00:18,18.65,-0.02,1,1865,卖盘
69,10:00:27,18.65,0.0,2,3730,卖盘
70,10:00:30,18.65,0.0,2,3730,卖盘
71,10:00:57,18.65,0.0,2,3730,卖盘
72,10:01:01,18.65,0.0,13,24245,卖盘
73,10:01:04,18.65,0.0,2,3730,卖盘
74,10:01:06,18.65,0.0,1,1865,卖盘
75,10:01:09,18.65,0.0,2,3730,卖盘
76,10:01:12,18.65,0.0,1,1865,卖盘
77,10:01:30,18.65,0.0,4,7460,卖盘
78,10:01:45,18.63,-0.02,10,18630,卖盘
79,10:02:04,18.6,-0.03,20,37210,卖盘
80,10:02:07,18.6,0.0,1,1860,卖盘
81,10:02:48,18.63,0.03,11,20493,买盘
82,10:02:51,18.63,0.0,5,9315,卖盘
83,10:03:33,18.64,0.01,4,7455,买盘
84,10:03:48,18.63,-0.01,12,22356,卖盘
85,10:03:54,18.63,0.0,3,5589,买盘
86,10:08:15,18.63,0.0,7,13041,买盘
87,10:09:54,18.6,-0.03,1,1860,卖盘
88,10:10:24,18.6,0.0,9,16740,卖盘
89,10:12:54,18.6,0.0,1,1860,卖盘
90,10:13:45,18.6,0.0,1,1860,卖盘
91,10:13:51,18.6,0.0,1,1860,卖盘
92,10:13:54,18.6,0.0,12,22320,卖盘
93,10:14:57,18.6,0.0,9,16740,卖盘
94,10:15:39,18.6,0.0,1,1860,卖盘
95,10:15:42,18.61,0.01,4,7442,中性盘
96,10:15:45,18.6,-0.01,3,5580,卖盘
97,10:15:48,18.6,0.0,5,9300,卖盘
98,10:15:57,18.59,-0.01,12,22308,卖盘
99,10:16:39,18.58,-0.01,31,57598,卖盘
100,10:17:00,18.57,-0.01,15,27855,卖盘
101,10:17:04,18.57,0.0,3,5571,卖盘
102,10:17:06,18.57,0.0,3,5571,卖盘
103,10:17:30,18.57,0.0,1,1857,卖盘
104,10:17:54,18.57,0.0,101,187557,卖盘
105,10:17:57,18.57,0.0,2,3714,卖盘
106,10:18:00,18.57,0.0,1,1857,卖盘
107,10:18:06,18.57,0.0,15,27855,卖盘
108,10:18:09,18.56,-0.01,2,3712,卖盘
109,10:18:12,18.56,0.0,1,1856,卖盘
110,10:18:39,18.56,0.0,1,1856,卖盘
111,10:18:51,18.55,-0.01,103,191167,卖盘
112,10:18:54,18.55,0.0,5,9275,卖盘
113,10:18:57,18.56,0.01,5,9277,买盘
114,10:19:07,18.55,-0.01,10,18550,卖盘
115,10:19:09,18.56,0.01,50,92800,买盘
116,10:19:24,18.56,0.0,19,35264,买盘
117,10:20:24,18.58,0.02,1,1858,买盘
118,10:23:33,18.58,0.0,4,7432,卖盘
119,10:25:21,18.58,0.0,15,27870,卖盘
120,10:27:57,18.61,0.03,7,13027,买盘
121,10:28:27,18.62,0.01,20,37240,买盘
122,10:28:36,18.62,0.0,1,1862,买盘
123,10:29:42,18.62,0.0,5,9310,买盘
124,10:31:39,18.6,-0.02,3,5580,卖盘
125,10:31:42,18.6,0.0,2,3720,卖盘
126,10:32:18,18.6,0.0,3,5580,卖盘
127,10:32:45,18.62,0.02,1,1862,买盘
128,10:32:48,18.6,-0.02,2,3720,卖盘
129,10:37:00,18.6,0.0,3,5580,卖盘
130,10:37:04,18.6,0.0,3,5580,卖盘
131,10:37:07,18.6,0.0,1,1860,卖盘
132,10:37:16,18.6,0.0,3,5580,卖盘
133,10:37:30,18.58,-0.02,2,3716,卖盘
134,10:37:36,18.62,0.04,26,48412,买盘
135,10:41:06,18.58,-0.04,1,1858,卖盘
136,10:42:09,18.58,0.0,10,18580,卖盘
137,10:44:51,18.58,0.0,3,5574,卖盘
138,10:44:54,18.58,0.0,2,3716,卖盘
139,10:45:06,18.58,0.0,12,22296,卖盘
140,10:45:12,18.58,0.0,8,14864,买盘
141,10:45:18,18.58,0.0,16,29728,买盘
142,10:45:51,18.59,0.01,34,63206,卖盘
143,10:45:54,18.57,-0.02,7,12999,卖盘
144,10:46:09,18.59,0.02,50,92950,买盘
145,10:47:15,18.59,0.0,28,52052,买盘
146,10:48:48,18.6,0.01,16,29760,卖盘
147,10:49:21,18.6,0.0,10,18600,卖盘
148,10:49:39,18.6,0.0,30,55800,卖盘
149,10:50:12,18.6,0.0,9,16740,卖盘
150,10:50:33,18.59,-0.01,4,7438,卖盘
151,10:51:09,18.58,-0.01,3,5574,买盘
152,10:51:12,18.59,0.01,1,1859,买盘
153,10:59:51,18.57,-0.02,9,16713,卖盘
154,11:00:42,18.62,0.05,1,1862,买盘
155,11:03:15,18.62,0.0,2,3724,买盘
156,11:06:24,18.6,-0.02,2,3720,卖盘
157,11:06:30,18.6,0.0,7,13030,卖盘
158,11:07:42,18.6,0.0,2,3720,卖盘
159,11:09:48,18.6,0.0,5,9300,卖盘
160,11:10:27,18.6,0.0,6,11160,买盘
161,11:10:45,18.6,0.0,6,11160,卖盘
162,11:10:48,18.63,0.03,10,18618,买盘
163,11:22:15,18.59,-0.04,2,3718,卖盘
164,11:22:18,18.59,0.0,2,3718,买盘
165,11:22:21,18.59,0.0,1,1859,买盘
166,11:22:57,18.59,0.0,1,1859,买盘
167,11:23:27,18.57,-0.02,13,24141,卖盘
168,11:24:15,18.59,0.02,1,1859,买盘
169,11:24:57,18.59,0.0,4,7432,买盘
170,11:25:00,18.59,0.0,1,1859,卖盘
171,11:25:04,18.59,0.0,4,7436,卖盘
172,11:25:06,18.59,0.0,3,5577,卖盘
173,13:00:04,18.6,0.01,28,53178,买盘
174,13:00:09,18.62,0.02,5,9310,买盘
175,13:01:24,18.63,0.01,4,7452,买盘
176,13:01:27,18.63,0.0,13,24219,卖盘
177,13:06:36,18.63,0.0,10,18630,买盘
178,13:06:39,18.63,0.0,4,7452,卖盘
179,13:06:42,18.63,0.0,8,14904,卖盘
180,13:07:48,18.63,0.0,2,3726,卖盘
181,13:07:51,18.64,0.01,17,31673,买盘
182,13:11:33,18.6,-0.04,1,1860,卖盘
183,13:11:36,18.6,0.0,2,3720,买盘
184,13:11:39,18.6,0.0,2,3720,买盘
185,13:11:54,18.6,0.0,1,1860,买盘
186,13:12:09,18.59,-0.01,2,3718,卖盘
187,13:12:27,18.6,0.01,1,1860,买盘
188,13:13:07,18.59,-0.01,3,5577,卖盘
189,13:13:09,18.6,0.01,5,9300,买盘
190,13:13:27,18.58,-0.02,44,80643,卖盘
191,13:13:30,18.58,0.0,18,33444,买盘
192,13:13:48,18.58,0.0,2,4831,买盘
193,13:14:45,18.58,0.0,104,192117,卖盘
194,13:14:48,18.57,-0.01,1,1857,卖盘
195,13:14:51,18.57,0.0,3,5571,卖盘
196,13:15:09,18.57,0.0,13,24141,卖盘
197,13:15:12,18.57,0.0,2,3714,卖盘
198,13:15:33,18.56,-0.01,2,3712,卖盘
199,13:17:21,18.57,0.01,3,5571,买盘
200,13:18:42,18.57,0.0,27,50139,卖盘
201,13:18:45,18.56,-0.01,3,5568,卖盘
202,13:19:45,18.57,0.01,5,9285,买盘
203,13:20:03,18.56,-0.01,1,1856,卖盘
204,13:20:06,18.56,0.0,1,1856,卖盘
205,13:20:09,18.56,0.0,1,1856,卖盘
206,13:20:36,18.56,0.0,5,9280,卖盘
207,13:20:57,18.56,0.0,7,12992,卖盘
208,13:22:12,18.56,0.0,10,18560,买盘
209,13:22:39,18.55,-0.01,13,24115,卖盘
210,13:23:45,18.56,0.01,11,20416,买盘
211,13:23:57,18.56,0.0,10,18560,买盘
212,13:24:15,18.56,0.0,5,9280,买盘
213,13:24:39,18.56,0.0,11,20416,买盘
214,13:24:48,18.55,-0.01,1,1855,卖盘
215,13:25:12,18.56,0.01,50,92800,买盘
216,13:27:15,18.57,0.01,1,1857,买盘
217,13:30:21,18.6,0.03,100,185995,买盘
218,13:30:57,18.6,0.0,50,93000,买盘
219,13:33:21,18.55,-0.05,30,55665,卖盘
220,13:33:57,18.55,0.0,2,3710,卖盘
221,13:36:24,18.56,0.01,1,1856,卖盘
222,13:39:54,18.56,0.0,8,14848,卖盘
223,13:41:51,18.55,-0.01,33,61215,卖盘
224,13:41:54,18.55,0.0,1,1855,买盘
225,13:42:09,18.54,-0.01,1,1854,卖盘
226,13:42:45,18.55,0.01,37,68635,买盘
227,13:42:48,18.64,0.09,3,5588,买盘
228,13:44:18,18.64,0.0,80,149120,买盘
229,13:46:33,18.55,-0.09,1,1855,卖盘
230,13:46:48,18.57,0.02,1,1857,卖盘
231,13:47:21,18.57,0.0,1,1857,卖盘
232,13:49:24,18.55,-0.02,14,25982,卖盘
233,13:49:27,18.54,-0.01,2,3708,卖盘
234,13:49:30,18.54,0.0,1,1854,卖盘
235,13:51:04,18.62,0.08,1,1862,买盘
236,13:53:21,18.62,0.0,1,1862,买盘
237,13:53:24,18.54,-0.08,4,7416,卖盘
238,13:53:30,18.54,0.0,10,18540,卖盘
239,13:53:33,18.54,0.0,3,5562,买盘
240,13:53:39,18.53,-0.01,17,31504,卖盘
241,13:54:18,18.54,0.01,1,1854,卖盘
242,13:54:42,18.62,0.08,1,1862,买盘
243,13:56:45,18.53,-0.09,1,1853,卖盘
244,14:05:39,18.57,0.04,3,5571,卖盘
245,14:05:42,18.57,0.0,1,1857,买盘
246,14:05:45,18.57,0.0,1,1857,买盘
247,14:05:48,18.55,-0.02,44,81620,卖盘
248,14:06:33,18.54,-0.01,3,5562,卖盘
249,14:11:36,18.6,0.06,2,3720,买盘
250,14:11:39,18.6,0.0,8,14880,卖盘
251,14:12:04,18.6,0.0,1,1860,买盘
252,14:13:51,18.61,0.01,3,5583,买盘
253,14:13:54,18.61,0.0,6,11171,卖盘
254,14:13:57,18.61,0.0,3,5583,买盘
255,14:14:06,18.62,0.01,1,1862,买盘
256,14:14:09,18.62,0.0,1,1862,买盘
257,14:14:15,18.62,0.0,1,1862,买盘
258,14:15:27,18.6,-0.02,1,1860,卖盘
259,14:15:30,18.59,-0.01,7,13013,卖盘
260,14:15:39,18.59,0.0,3,5577,卖盘
261,14:17:39,18.59,0.0,2,3718,卖盘
262,14:18:27,18.62,0.03,1,1862,买盘
263,14:18:39,18.59,-0.03,1,1859,卖盘
264,14:20:43,18.62,0.03,3,5586,买盘
265,14:22:27,18.62,0.0,7,13034,买盘
266,14:22:57,18.59,-0.03,100,185900,卖盘
267,14:24:00,18.59,0.0,21,39039,卖盘
268,14:24:04,18.56,-0.03,3,5568,卖盘
269,14:24:24,18.59,0.03,1,1859,买盘
270,14:27:45,18.58,-0.01,2,3716,卖盘
