SH_index,SZ_index,GEB_index,up,"down,",limit_up_used,limit_down,limit_up,limit_up_1,limit_up_ctn,limit_up_2,limit_up_3,limit_up_more,limit_up_1_to_2,limit_up_2_to_3,limit_up_3_to_4
0.03,0.53,1.04,1428,2062,10,12,21,15,6,4,0,2,17.39%,0.00%,50.00%
